instant,dteday,yr,holiday,workingday,temp,atemp,hum,windspeed,casual,registered,cnt,isDaylight,isNoon,relative_temp,relative_atemp,relative_hum,relative_windspeed,Wday_RushHour_High,Wday_RushHour_Med,Wday_RushHour_Low,Wend_RushHour_High,Wend_RushHour_Med,Wend_RushHour_Low,season_fall,season_spring,season_summer,season_winter,weathersit_Acceptable,weathersit_Bad,weathersit_Chaos,weathersit_Good,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,hr_0,hr_1,hr_4,hr_5,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23,hr_2,hr_3
3330,2011-05-23,0,0,1,0.72,0.6818,0.62,0.4478,57,119,176,True,False,2.304611078839728,2.3638208414193724,-1.0248391037901388,2.4283552418675383,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3331,2011-05-23,0,0,1,0.72,0.6818,0.62,0.2985,56,223,279,True,False,2.304611078839728,2.354051379748994,-1.0351225515569795,1.1101784249672264,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3332,2011-05-23,0,0,1,0.72,0.6818,0.7,0.3881,56,373,429,True,False,2.2596061514904218,2.307205807937291,-0.5097767760587009,1.865221172740024,False,False,False,True,False,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3333,2011-05-23,0,0,1,0.7,0.6667,0.74,0.2836,68,385,453,True,False,1.9164694919263288,2.005344267383498,-0.24503403765269624,0.961698683933692,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3334,2011-05-23,0,0,1,0.7,0.6667,0.74,0.2239,56,302,358,True,False,1.8854354888795444,1.9698458306566504,-0.24161697637854504,0.4547405838294016,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3335,2011-05-23,0,0,1,0.64,0.5758,0.83,0.2239,39,271,310,False,False,0.9823073426515153,0.45009385548909875,0.3427030448459649,0.4566222487257754,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3336,2011-05-23,0,0,1,0.64,0.5758,0.89,0.2239,33,155,188,False,False,0.9743469640013539,0.4468799201840669,0.7299728533714499,0.4479109730924795,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3337,2011-05-23,0,0,1,0.62,0.5455,0.94,0.2239,25,106,131,False,False,0.6770424176675792,-0.05094461193253572,1.0490913122336831,0.4391728667004972,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3338,2011-05-23,0,0,1,0.62,0.5606,0.88,0.19399999999999998,19,53,72,False,False,0.6710362209197461,0.19412216898067652,0.6586965065791146,0.17911271332726025,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3339,2011-05-24,0,0,1,0.6,0.5152,0.94,0.19399999999999998,12,23,35,False,False,0.37635393386340255,-0.5502170333566775,1.0447232964812934,0.17408653512057234,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3340,2011-05-24,0,0,1,0.6,0.5152,0.94,0.1642,6,9,15,False,False,0.3728061686855674,-0.5484041800887602,1.0403820257874674,-0.08949231634183077,False,False,True,False,False,True,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3341,2011-05-24,0,0,1,0.6,0.5152,0.94,0.19399999999999998,2,8,10,False,False,0.3692649256547196,-0.5465950024994868,1.0360671683298284,0.1580505895655362,False,False,True,False,False,True,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3342,2011-05-24,0,0,1,0.58,0.5455,0.94,0.1045,0,2,2,False,False,0.07726691587106244,-0.05088996790646948,1.031778397925285,-0.6267296629933593,False,False,True,False,False,True,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3343,2011-05-24,0,0,1,0.6,0.5455,0.88,0.1045,1,3,4,False,False,0.3625627610675365,-0.053877559641048026,0.6480025215014151,-0.619145128193022,False,False,True,False,False,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3344,2011-05-24,0,0,1,0.58,0.5455,0.94,0.2537,2,22,24,False,False,0.06875832123826033,-0.056870993350494545,1.0360671683298284,0.6823477313500541,False,False,True,False,False,False,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3345,2011-05-24,0,0,1,0.58,0.5455,0.94,0.19399999999999998,10,102,112,False,False,0.0637228843981653,-0.06141129187335943,1.0360671683298284,0.16459746418998553,False,False,True,False,False,False,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3346,2011-05-24,0,0,1,0.64,0.5909,0.78,0.19399999999999998,26,288,314,True,False,0.9283661275237576,0.678255271739409,0.01068110482814286,0.16790069465213242,False,False,False,True,False,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3347,2011-05-24,0,0,1,0.62,0.5758,0.83,0.2239,31,403,434,True,False,0.6277642179317658,0.4221251598611522,0.3383130315832377,0.4312119404046458,False,False,False,True,False,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3348,2011-05-24,0,0,1,0.64,0.6061,0.73,0.19399999999999998,27,111,138,True,False,0.9096749137628892,0.9131200601612619,-0.3013119691732039,0.1755932672690422,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3349,2011-05-24,0,0,1,0.7,0.6515,0.61,0.3284,18,90,108,True,False,1.7682507921633719,1.647674710524046,-1.0705185656252842,1.35267624839304,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3350,2011-05-24,0,0,1,0.74,0.6667,0.51,0.2239,33,142,175,True,True,2.314257633144346,1.8706545839815218,-1.7022421280813027,0.4344403362413458,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3351,2011-05-24,0,0,1,0.76,0.6818,0.45,0.3881,41,129,170,True,True,2.5463569344448107,2.082651390377023,-2.059665355132073,1.89753444139211,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3352,2011-05-24,0,0,1,0.78,0.6970000000000001,0.46,0.2537,38,152,190,True,True,2.76022129644056,2.2849153118441516,-1.9575922849561391,0.7168595570089306,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3353,2011-05-24,0,0,1,0.78,0.6970000000000001,0.46,0.2836,27,126,153,True,False,2.682647426853,2.2356141097145357,-1.9228544423953158,0.9892719285977634,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3354,2011-05-24,0,0,1,0.74,0.6818,0.55,0.4179,59,129,188,True,False,2.0840598714304264,1.9599733111232613,-1.3357088090476963,2.2294491398530036,False,False,False,False,False,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3355,2011-05-24,0,0,1,0.66,0.6212,0.69,0.19399999999999998,52,225,277,True,False,0.9982070026034586,1.0051407033131052,-0.4624727835786956,0.20917256843496654,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3356,2011-05-24,0,0,1,0.7,0.6515,0.61,0.1045,56,492,548,True,False,1.5172785784772114,1.4666256241164812,-0.9599397354680762,-0.5988203121594023,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3357,2011-05-24,0,0,1,0.7,0.6515,0.7,0.19399999999999998,74,490,564,True,False,1.5017281019681603,1.4557321199811684,-0.40272166211902805,0.23820605132363654,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3358,2011-05-24,0,0,1,0.66,0.6212,0.74,0.19399999999999998,45,310,355,True,False,0.9663496660969111,0.9829038078965108,-0.1566390485421659,0.24499530021813407,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3359,2011-05-24,0,0,1,0.66,0.6212,0.74,0.0896,39,241,280,False,False,0.9591612069125484,0.9781479596373766,-0.15856443077609084,-0.7235363868177626,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3360,2011-05-24,0,0,1,0.64,0.5909,0.78,0.0896,21,168,189,False,False,0.6928954972027659,0.51142633143624,0.09143141959733465,-0.7160935505595681,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3361,2011-05-24,0,0,1,0.62,0.5606,0.88,0.2239,26,115,141,False,False,0.4275452883737702,0.047411199891949335,0.7130489245773067,0.5632770098068142,False,False,False,False,True,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3362,2011-05-24,0,0,1,0.66,0.6212,0.74,0.1642,13,53,66,False,False,0.9368313054490267,0.9593700939503407,-0.15187684675112273,0.0018467369915988606,False,False,False,False,False,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3363,2011-05-25,0,0,1,0.6,0.5606,0.83,0.2239,3,32,35,False,False,0.1546327875457452,0.033797684436300636,0.4098968035402594,0.574578907368177,False,False,False,False,False,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,2011-05-25,0,0,1,0.58,0.5455,0.83,0.19399999999999998,6,2,8,False,False,-0.10728704355929553,-0.19843958275907894,0.4121702006732385,0.29027220634059286,False,False,True,False,False,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3365,2011-05-25,0,0,1,0.56,0.5303,0.94,0.0,0,8,8,False,False,-0.36825750582047373,-0.43138040136660044,1.0964663340447844,-1.5540590228495677,False,False,True,False,False,True,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3366,2011-05-25,0,0,1,0.54,0.5152,1.0,0.1343,0,9,9,False,False,-0.6303289783512427,-0.6637818331624437,1.4684751070899351,-0.26025736396383886,False,False,True,False,False,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3367,2011-05-25,0,0,1,0.54,0.5152,1.0,0.1045,0,3,3,False,False,-0.6326106145855235,-0.6658698724207303,1.462093364341741,-0.5357947877978165,False,False,True,False,False,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3368,2011-05-25,0,0,1,0.56,0.5303,0.88,0.0896,2,23,25,False,False,-0.3760087566336777,-0.4385884641041453,0.7159567969409056,-0.6695012758949084,False,False,True,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3369,2011-05-25,0,0,1,0.56,0.5303,0.94,0.0896,4,113,117,False,False,-0.3798410700987922,-0.4421455067892189,1.0955588358632307,-0.6617396049299115,False,False,True,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,2011-05-25,0,0,1,0.62,0.5909,0.73,0.1343,29,284,313,True,False,0.3960710065768465,0.4782476105337333,-0.20376422009762846,-0.23180618154009114,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3371,2011-05-25,0,0,1,0.64,0.6061,0.69,0.2239,36,495,531,True,False,0.6503178377635649,0.7036294048674593,-0.4473900946795008,0.6268892646619951,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,2011-05-25,0,0,1,0.68,0.6364,0.65,0.0896,27,207,234,True,False,1.1634585818194567,1.1580789379969791,-0.6899519834599792,-0.6538250079313126,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,2011-05-25,0,0,1,0.7,0.6515,0.61,0.0896,30,105,135,True,False,1.4091180941178847,1.3740719234736274,-0.9316296044801522,-0.645300993359564,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,2011-05-25,0,0,1,0.74,0.6667,0.51,0.0896,36,104,140,True,True,1.9061389581911912,1.5861728173407226,-1.5426072802257587,-0.6362895240653689,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3375,2011-05-25,0,0,1,0.74,0.6818,0.55,0.1343,32,178,210,True,True,1.8732521302423752,1.7904078219530086,-1.2739521631931228,-0.20629035108396182,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3376,2011-05-25,0,0,1,0.74,0.6818,0.55,0.1343,39,163,202,True,True,1.8414822550513292,1.7614265395177242,-1.2585053842930687,-0.19799284161124278,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3377,2011-05-25,0,0,1,0.74,0.6818,0.55,0.1642,47,121,168,True,False,1.8108205714161443,1.7333820537283167,-1.2432066946999831,0.10329594252526023,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3378,2011-05-25,0,0,1,0.76,0.6970000000000001,0.52,0.2537,37,145,182,True,False,2.030016352393128,1.9294744347937995,-1.4134656459517287,0.9881404106025875,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3379,2011-05-25,0,0,1,0.74,0.6667,0.51,0.2836,61,238,299,True,False,1.748672673236598,1.4586797348411018,-1.4568919278916994,1.2812529822350789,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3380,2011-05-25,0,0,1,0.74,0.6667,0.51,0.2239,77,524,601,True,False,1.7228484094980006,1.4435552729128172,-1.4398770685311424,0.6877499200823567,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3381,2011-05-25,0,0,1,0.72,0.6667,0.58,0.2239,66,451,517,True,False,1.4568874830240797,1.42871792297256,-1.002848728465337,0.6816602348527847,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3382,2011-05-25,0,0,1,0.7,0.6515,0.61,0.1343,73,332,405,True,False,1.1998253842182456,1.197538338186522,-0.8140852600752027,-0.1917115016257757,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3383,2011-05-25,0,0,1,0.7,0.6515,0.61,0.1642,56,284,340,False,False,1.1856114546867487,1.183240368369267,-0.8044403428530755,0.09973732561427966,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3384,2011-05-25,0,0,1,0.66,0.6212,0.69,0.1343,33,203,236,False,False,0.6961852479992704,0.7402237138510717,-0.31365126461752707,-0.1934621362325156,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3385,2011-05-25,0,0,1,0.66,0.6212,0.69,0.2537,34,140,174,False,False,0.6872450013580678,0.7309332675978322,-0.3073983072918257,0.9691808460579644,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3386,2011-05-25,0,0,1,0.64,0.6061,0.73,0.1343,12,74,86,False,False,0.43993297110556956,0.5073648875375251,-0.06137244948873869,-0.2183567433486058,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3387,2011-05-26,0,0,1,0.64,0.6061,0.73,0.1343,11,34,45,False,False,0.4324550034129089,0.4995285877322913,-0.0540719423823578,-0.22123597716237026,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3388,2011-05-26,0,0,1,0.64,0.6061,0.73,0.1343,3,13,16,False,False,0.42497476779093196,0.49169937920679196,-0.046710646539777294,-0.22313129391861827,False,False,True,False,False,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3389,2011-05-26,0,0,1,0.62,0.5758,0.83,0.1045,7,7,14,False,False,0.17615103073839544,0.0495264998681445,0.5718304092483744,-0.5290092520575423,False,False,True,False,False,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3390,2011-05-26,0,0,1,0.6,0.5455,0.88,0.0896,0,4,4,False,False,-0.0733879325976118,-0.3938679561384863,0.884636219121359,-0.6878784464136217,False,False,True,False,False,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3391,2011-05-26,0,0,1,0.6,0.5455,0.88,0.0,0,2,2,False,False,-0.08259988850874878,-0.4028438727545324,0.893975427816897,-1.599915292008333,False,False,True,False,False,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3392,2011-05-26,0,0,1,0.6,0.5455,0.88,0.0896,2,25,27,False,False,-0.09195434226914602,-0.4119659328310317,0.8983310090658604,-0.6974967384008998,False,False,True,False,False,False,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3393,2011-05-26,0,0,1,0.6,0.5,1.0,0.0896,4,94,98,False,False,-0.10145829638744579,-1.088229175603323,1.6464352616302693,-0.7072826099062838,False,False,True,False,False,False,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3394,2011-05-26,0,0,1,0.62,0.5455,0.94,0.2537,16,270,286,True,False,0.13896333019205714,-0.4232445371183187,1.2682481280946676,0.9565212301589318,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3395,2011-05-26,0,0,1,0.66,0.6061,0.83,0.1642,31,458,489,True,False,0.6302563741998702,0.4633786189147019,0.5928347446649883,0.028401640861309155,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3396,2011-05-26,0,0,1,0.72,0.6818,0.7,0.1642,22,194,216,True,False,1.3726058342988803,1.5755331171222102,-0.21130899955889126,0.018532550790319686,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3397,2011-05-26,0,0,1,0.7,0.6667,0.74,0.2836,49,94,143,True,False,1.1052535334844205,1.3308569864486242,0.04369430797738293,1.2507106747262389,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3398,2011-05-26,0,0,1,0.74,0.6970000000000001,0.66,0.2239,36,124,160,True,True,1.5905959929230928,1.7588041108976649,-0.45113611193701353,0.6173200887442599,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3399,2011-05-26,0,0,1,0.78,0.7424,0.59,0.3284,53,141,194,True,True,2.0639528634988884,2.3936388122356536,-0.8806395283142129,1.6984551860770456,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
