dteday,yr,holiday,workingday,temp,atemp,hum,windspeed,casual,registered,cnt,isDaylight,isNoon,relative_temp,relative_atemp,relative_hum,relative_windspeed,Wend_RushHour_High,Wend_RushHour_Med,Wend_RushHour_Low,Wday_RushHour_High,Wday_RushHour_Med,Wday_RushHour_Low,season_fall,season_spring,season_summer,season_winter,weathersit_Acceptable,weathersit_Bad,weathersit_Chaos,weathersit_Good,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_6,weekday_0,weekday_1,weekday_5,weekday_4,weekday_3,weekday_2,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23,hr_0,hr_1,hr_2,hr_3,hr_4,hr_5
2011-04-03,0,0,0,0.46,0.4545,0.28,0.1343,148,126,274,True,False,2.893877801784164,2.7674501565714196,-1.1716338060402043,-0.7631593939742091,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-03,0,0,0,0.46,0.4545,0.31,0.0,71,101,172,True,False,2.8160961914057876,2.6981715989511055,-1.0475704329453586,-2.136911410795873,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-04-03,0,0,0,0.42,0.4242,0.44,0.19399999999999998,51,93,144,True,False,2.0534157210764357,2.133308128184865,-0.5239051032239891,-0.15978429141546618,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-04-03,0,0,0,0.42,0.4242,0.41,0.2239,24,55,79,False,False,2.0160383969980042,2.0920033439024928,-0.6486750296394465,0.1384132314847269,False,False,False,False,True,False,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-04-03,0,0,0,0.42,0.4242,0.44,0.2239,8,37,45,False,False,1.9801477699640275,2.052471743550273,-0.5310858541786855,0.1384132314847269,False,False,False,False,True,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-03,0,0,0,0.4,0.4091,0.43,0.1045,7,29,36,False,False,1.6138206704938802,1.7770162538944112,-0.574229619095268,-1.0565331099486324,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-04-03,0,0,0,0.4,0.4091,0.5,0.0896,9,22,31,False,False,1.5901642015921083,1.7484563512267801,-0.29129990707915665,-1.1984410406159023,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-04-09,0,0,0,0.3,0.2879,0.87,0.2239,5,26,31,False,False,-0.8975189817305274,-1.014214276843128,1.4814043654942939,-0.2478443199717764,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-04-09,0,0,0,0.3,0.303,0.87,0.1343,3,17,20,False,False,-0.8975189817305274,-0.8700323303632985,1.4638129306447747,-0.9201858423244842,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-04-09,0,0,0,0.32,0.303,0.87,0.2239,2,15,17,False,False,-0.732446135800532,-0.8731825973392433,1.4481992642625936,-0.2602886785365269,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-04-09,0,0,0,0.3,0.2879,1.0,0.2537,3,11,14,False,False,-0.9094541371850583,-1.020371035314636,2.1087034700428555,-0.04484697970662413,False,False,False,False,False,False,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-04-09,0,0,0,0.3,0.2727,1.0,0.2537,0,3,3,False,False,-0.9157467019181529,-1.1678969084625592,2.074088539142721,-0.048852721586030864,False,False,False,False,False,False,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-04-09,0,0,0,0.3,0.2879,0.93,0.2239,0,5,5,False,False,-0.9221049146341316,-1.0300698602353089,1.68839776531852,-0.2735244794183166,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-04-09,0,0,0,0.3,0.2879,0.93,0.19399999999999998,0,13,13,False,False,-0.9285301397469251,-1.0358898914682932,1.6718603481118455,-0.4982035692904574,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.3,0.303,0.93,0.1642,8,13,21,True,False,-0.9326862765851485,-0.8959598631705487,1.652616947231513,-0.7254989829007097,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.32,0.303,0.93,0.1642,7,47,54,True,False,-0.7644778371470953,-0.8992460077798045,1.6338220227820763,-0.7299867340816358,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.34,0.3485,0.87,0.1045,27,71,98,True,False,-0.5936335023560221,-0.47014577108750044,1.3219490797222628,-1.180867168227407,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.34,0.3333,0.87,0.1343,43,90,133,True,False,-0.5936335023560221,-0.612996959294611,1.309364513689993,-0.9580610345031124,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.36,0.3636,0.81,0.0,51,91,142,True,True,-0.4198426578205599,-0.32723264948972797,1.0035754646478485,-1.9586374096273604,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.36,0.3485,0.81,0.1343,79,123,202,True,True,-0.41757722164275524,-0.46640026423624853,0.9920599456533852,-0.9391414246775669,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.36,0.3788,0.81,0.0,114,108,222,True,True,-0.4201420493495959,-0.18278493272817747,0.9920599456533852,-1.9323906866363414,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.36,0.3485,0.81,0.1343,94,118,212,True,False,-0.4213901040903505,-0.47048895422801074,0.9920599456533852,-0.9253766866471522,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.36,0.3788,0.87,0.0,85,116,201,True,False,-0.4239677041013203,-0.18839703188352927,1.2791164113377458,-1.8984098539169467,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.38,0.3939,0.82,0.0,73,118,191,True,False,-0.2522501706155577,-0.05050117360806066,1.0311895254133399,-1.8666508119436085,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.38,0.3939,0.82,0.0896,128,129,257,True,False,-0.2522501706155577,-0.05050117360806066,1.022240909057353,-1.1904297259015058,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.38,0.3939,0.82,0.1045,48,129,177,True,False,-0.2522501706155577,-0.05050117360806066,1.0114281875618023,-1.069030351576325,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.38,0.3939,0.82,0.1343,47,83,130,True,False,-0.2522501706155577,-0.05050117360806066,1.0007466764362165,-0.8489195106157148,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.38,0.3939,0.87,0.1642,19,74,93,False,False,-0.25336880792921906,-0.05397025525449391,1.2280235983760104,-0.6251641779602266,False,False,False,False,True,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.36,0.3485,0.93,0.1343,10,65,75,False,False,-0.4288410842795516,-0.48833841412571044,1.4980051174107736,-0.8331195157706642,False,False,False,False,True,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.36,0.3485,0.93,0.1343,21,66,87,False,False,-0.4314428029934834,-0.4917992636985831,1.479131523731413,-0.8263371759399668,False,False,False,False,True,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-04-09,0,0,0,0.38,0.3939,0.87,0.0896,12,45,57,False,False,-0.2604321595872711,-0.06369707549983283,1.1799130280516457,-1.1362361796947493,False,False,False,False,True,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-04-10,0,0,0,0.38,0.3939,0.87,0.0896,5,48,53,False,False,-0.2639629904028549,-0.06810554653690476,1.1678484911206561,-1.1299560778720446,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-04-10,0,0,0,0.38,0.3939,0.87,0.1343,6,31,37,False,False,-0.26879173998987327,-0.07437387944826317,1.157122023905599,-0.8054886222294523,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-04-10,0,0,0,0.38,0.3939,0.87,0.0896,12,24,36,False,False,-0.27365192238218167,-0.07883002308892582,1.1453939623745526,-1.1243306910067172,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-04-10,0,0,0,0.38,0.3939,0.87,0.1343,5,11,16,False,False,-0.28131401714647747,-0.08613533185999586,1.1367098133658415,-0.8043185467755755,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-04-10,0,0,0,0.36,0.3636,0.93,0.1045,3,2,5,False,False,-0.46242458439039286,-0.38158417639903525,1.400653133763122,-1.0282136936602746,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-04-10,0,0,0,0.36,0.3636,0.93,0.0896,0,4,4,False,False,-0.4682355380309492,-0.38597066178042233,1.3867669085375218,-1.1357626728605927,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-04-10,0,0,0,0.36,0.3636,0.93,0.0896,0,4,4,False,False,-0.4741011345285719,-0.3929070308939638,1.3713736075708396,-1.1258498311281928,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.36,0.3636,1.0,0.0896,3,7,10,True,False,-0.480022633876362,-0.3999232905640161,1.6722352647833578,-1.1177067743508107,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.38,0.3939,0.94,0.0896,17,38,55,True,False,-0.3045485548305148,-0.10856711802604496,1.3787493901485512,-1.1080221125274332,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.38,0.3939,0.94,0.1343,31,50,81,True,False,-0.3069881539038434,-0.1122510217522463,1.3615401412211352,-0.7875627316315769,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.4,0.4091,0.87,0.0,69,81,150,True,False,-0.12964859338715226,0.03204750046204848,1.0335723084324975,-1.7297468859840546,False,False,False,False,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.4,0.4091,0.87,0.1343,93,109,202,True,True,-0.12964859338715226,0.03204750046204848,1.0213357704869979,-0.7573712368889393,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.42,0.4242,0.88,0.1343,94,136,230,True,True,0.04994446151785558,0.18092153536711683,1.053567172021053,-0.751093972885704,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.46,0.4545,0.82,0.1045,121,142,263,True,True,0.4081178469909406,0.4788778699990651,0.7751069563027049,-0.9533902197833828,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.5,0.4848,0.72,0.19399999999999998,148,133,281,True,False,0.7638982240760946,0.7747472003057344,0.3199760773647802,-0.3150919584146485,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.5,0.4848,0.77,0.2239,156,141,297,True,False,0.7608235780994149,0.7721217255876301,0.53530565568679,-0.10788702039791326,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.52,0.5,0.72,0.1642,135,153,288,True,False,0.9358085733562365,0.9181265514255597,0.30103712271906397,-0.5413940242078502,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.52,0.5,0.72,0.19399999999999998,84,152,236,True,False,0.9306454189452869,0.9137896877942535,0.29207521800842895,-0.32874276956481746,False,False,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.5,0.4848,0.77,0.19399999999999998,103,137,240,True,False,0.7482235325022057,0.7614028811278912,0.5115237869149971,-0.3317151883279491,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.5,0.4848,0.77,0.19399999999999998,47,84,131,True,False,0.7452117235179865,0.7588242281217873,0.5024708964856747,-0.3428111882470352,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.46,0.4545,0.82,0.1343,21,71,92,False,False,0.386198925719377,0.4597070299017234,0.7256705134549754,-0.7699135078965422,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.44,0.4394,0.88,0.19399999999999998,18,77,95,False,False,0.20721429968339072,0.3110811127942665,0.994244394958281,-0.3384148553424656,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.44,0.4394,0.94,0.2537,12,45,57,False,False,0.20613664090233563,0.310137669338843,1.2605913750579865,0.0892004645431057,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-04-10,0,0,0,0.46,0.4545,0.88,0.3582,5,27,32,False,False,0.38069888054325807,0.4548484556978248,0.9674323263571972,0.8313380142715607,False,False,False,False,True,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-04-15,0,1,0,0.44,0.4394,0.67,0.0,6,21,27,False,False,0.007882094993173406,0.07676352374469608,-0.5881242587591763,-1.7972660163898995,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-04-15,0,1,0,0.44,0.4394,0.62,0.0,6,9,15,False,False,0.004508308667376835,0.07399268338180481,-0.8786598658372873,-1.768189168696867,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-04-15,0,1,0,0.4,0.4091,0.76,0.0,8,10,18,False,False,-0.37934613465151684,-0.24604426044564243,-0.049635127078520115,-1.7408337992570828,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-04-15,0,1,0,0.4,0.4091,0.76,0.0,0,3,3,False,False,-0.38360405132681485,-0.25149057402158004,-0.049635127078520115,-1.7204776584832167,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-04-15,0,1,0,0.38,0.3939,0.82,0.0896,0,3,3,False,False,-0.5784293614226546,-0.4157576635123166,0.3027043665492818,-0.9543989758325876,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-04-15,0,1,0,0.36,0.3636,0.81,0.1045,2,11,13,False,False,-0.7725980520091396,-0.7380968867745124,0.24181984478100269,-0.8250963423271799,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-04-15,0,1,0,0.36,0.3636,0.81,0.0896,5,42,47,False,False,-0.7745035311163625,-0.741251999243506,0.24373400687009145,-0.9460079337207206,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-15,0,1,0,0.4,0.4091,0.71,0.1642,10,139,149,True,False,-0.395520115678974,-0.26739959387240675,-0.34195125242435,-0.32302873274356164,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-15,0,1,0,0.44,0.4394,0.62,0.2985,21,279,300,True,False,-0.01599528984119225,0.04865659714737171,-0.8661938765992537,0.7831272804960446,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-15,0,1,0,0.5,0.4848,0.55,0.19399999999999998,16,162,178,True,False,0.555717512648754,0.5222246994438304,-1.2679340204130938,-0.0924917276048162,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-15,0,1,0,0.5,0.4848,0.55,0.19399999999999998,31,91,122,True,False,0.5476573783920797,0.5140891434804918,-1.2522066717700018,-0.09399501945504964,False,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-15,0,1,0,0.52,0.5,0.55,0.19399999999999998,41,95,136,True,True,0.7332858925980665,0.6678878568942155,-1.2391172888845507,-0.09399501945504964,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-15,0,1,0,0.52,0.5,0.55,0.2836,45,155,200,True,True,0.7243837888396429,0.6589057012695614,-1.228294451648555,0.6555807061936605,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-15,0,1,0,0.54,0.5152,0.52,0.2537,47,133,180,True,True,0.9097613816978634,0.8141832606315089,-1.3965389779291975,0.41442186137306986,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-15,0,1,0,0.54,0.5152,0.52,0.2537,57,106,163,True,False,0.899464580576627,0.8054754142810064,-1.3850816508718329,0.41275996436868073,False,False,False,True,False,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
